ID,images
45721899.0,4_1_6_2_3_5_7
45721890.0,8_6_2
45721881.0,
45452236.0,4_1_6_2_3_5_13_7
45677185.0,4_1_2_3
41373600.0,4_1_5
39520097.0,6_2_3_5
44085749.0,12_8_6_3_14_5_13
44564876.0,12_8_4_1_6_3_5_13_7
45670489.0,4_1_2_3
45721775.0,4_1
45300374.0,12_15_1_3_14_5_7
45721755.0,8_1
45721741.0,4_1_2_3
42459576.0,12_15_4_1_6_14_11_13
44038222.0,4_1_3_5_10
45721735.0,1_2
45721734.0,
45721732.0,4_2_3_5
45721729.0,1_2
45721726.0,1_2
45721721.0,
45721719.0,3
45721717.0,4_3_5
45721716.0,1_3
45721707.0,1_2
45721696.0,1
45721703.0,1_10
45721701.0,10_7
45721691.0,
45721688.0,4_1_2_3_5
45721686.0,4_1
45721681.0,8_4_1_2
45721667.0,1_5
45721654.0,1_3_5_9
45721642.0,1_2
45721634.0,8_4_1_6_2_3_5_7_9
45721630.0,1_2
45721622.0,4_1_2_3
45721620.0,1_2
45721612.0,1_2
45696443.0,1_2_3_11_13
45471638.0,1
45393288.0,1
45334577.0,1_6_2
45721598.0,8_1_3
45721605.0,4_1_6_2_3_14_5
45680533.0,1_6_2_3
45721603.0,1_2
45721588.0,6_7
45721587.0,1_2
44778300.0,4_1_3_5_10
44535605.0,1_6_2_3_5_7
45721575.0,1
45721561.0,
45721539.0,1
45721538.0,1_2_3
45721532.0,4_1_2_3_9
45721513.0,1_6_2
45533655.0,1
45721491.0,1_6_7
45721489.0,4_1_2_5
45721468.0,4_1_6_3_9
45721454.0,8_1_6_9
45721450.0,8_1
45721433.0,4_2_3
45721435.0,1_2
45721432.0,12_4_1_6_14_7
45721431.0,12_8_4_1_2_11_10_7_9
45721430.0,1_2
45721424.0,1_2
45721421.0,11_13_10
45721402.0,1_2
45721400.0,1_2
45721387.0,8_1_6_3_5
45721372.0,8_2_3_7
45514333.0,15_4_1_2_3_14_5
45721353.0,1_2
45721351.0,1_2
45487542.0,3_5_7
45698469.0,1_6_3_5
45721330.0,
42597314.0,1_2_3
33059819.0,2
45721315.0,4_1_6_3_5_7
45714533.0,8_4_2_3_7_9
45721305.0,1_6_5_7
45721295.0,1_2_3_7
45721290.0,4_1_6_2_3_5
42597338.0,4_3_5
45721281.0,2
45133699.0,3_11_10_7_9
45721262.0,1_2
45721258.0,4_1_2_3_11_10
45721235.0,1_6_2_10
45721247.0,4_2_3
45465662.0,8_1_7
45721234.0,4_1
45721227.0,4_1_2_3_10_9
45721223.0,1
45721220.0,8_11_13_10_9
45721217.0,4_1_2_3
45721216.0,1_2
45721203.0,1_2
45721193.0,1_2
43798605.0,4_1_2_3
45721172.0,1_3
45721170.0,8_4_6_3_5_11_13_10_7_9
45721170.0,8_4_6_3_5_11_13_10_7_9
45721169.0,4_1_6_2_3
45721168.0,4_1_6_2_3_5
45721166.0,3_7
45721165.0,8_4_2_11_7_9
45112448.0,1_2
45721163.0,4_1_3
45721162.0,4_1_6_2_3_5_11_10
44954479.0,4_1_2_3
45721138.0,6_2_3_5_7
44144728.0,1_5
45721103.0,6_5
45721101.0,4_2_3_5
44632622.0,4_1_2_3
45307799.0,4_1_6_2_3_5
43473667.0,8_1_2_5_7_9
39520292.0,4_6_2_3_5
45721088.0,4_1_2_3
45721069.0,12_4_1_6_5_7
45721051.0,4_1_2_5
44242007.0,15_4_1_3
45721041.0,12_4_1_6_2_3_5
45688491.0,12_14_11_7
45721022.0,1_2_3
45721024.0,2_3_14_5_9
45720981.0,1_3_5
45720969.0,4_2_3_5
45720971.0,1_2
45720970.0,8_4_1_2_3_5_7
45342853.0,4_1_6_2_3_5_9
45718815.0,4_1_6_2_3_5_7
45340841.0,4_1_3
45720967.0,8_4_1_6_2_3_5_10_7_9
45701740.0,1_6_2
45720936.0,1_6_2_5_7
45720924.0,1_6_2_3_5
45284067.0,4_1_2_5
45720916.0,4_1_6_3_5_10_9
45720915.0,4_1_6_2_5_7
45720895.0,4_1_6_3_5
45720881.0,1_2
45720877.0,4_1_6_2_3
45720875.0,4_1_2_3_10_9
44230613.0,4_1_2_3
45637549.0,1_2_3
45268521.0,
45720872.0,1
45720871.0,1
45720866.0,1_6_3_7
45720865.0,12_15_8_1_14_5_11_13_10_9
45720864.0,6_2_5
45720863.0,4_2
45720862.0,8_5_10
45720861.0,4_1_2_3_5
45720859.0,4_1_6_5
45720858.0,4_1_6_10_7
44782708.0,1_6_2_3_7
45720857.0,4_1_3
45720856.0,4_1_3_5_7_9
44894766.0,12_4_1_2_11_13_10
45720854.0,1_6_2_3
44917167.0,4_1_6_2_3_5_10_7
45720847.0,4_1_6_3_5
45720846.0,2
45720845.0,1_6_2_3_9
45720842.0,1
45720840.0,8_6_2
45720839.0,4_1_6_3_5_7
45720837.0,4_6_2_3
45720836.0,8_4_1_6_5
45720835.0,1_2_3
45720832.0,4_1_6_2_3_7
45720830.0,8_4_6_2_5_7_9
45720828.0,4_2_3
45521113.0,4_1_2_3_5
45290304.0,1_2
45720824.0,1_2
44865554.0,2
45720823.0,
44897292.0,1_2_5
45262580.0,4_1_2_3_5
45720820.0,4_6
45720812.0,4_1_6_5
45720810.0,4_1_2_3_10
45720806.0,
45720803.0,4_1_2_3
45720797.0,4_1_6_3
45396476.0,15_1_2_3_14_5_11_13
45720709.0,4_2_3
45720774.0,6_2_7
45720761.0,1
45720758.0,1_6_2_3_5_11_7
45720756.0,12_1_6_5_10
45720751.0,4_1_2_3
45720727.0,4_6_2_3_5
45429447.0,4_2_3
43932377.0,4_2_3
45720715.0,1_2_3
45531461.0,8_1_6_3_5_13_10_9
45720698.0,4_2_3
45720692.0,12_4_6_3_11_10_7
45720691.0,4_1_10_7
45720685.0,
45720674.0,4
45720670.0,4_1_2_3
45586490.0,1
45720654.0,4_1_2_3_5
45720646.0,8_1_2_3_14_13_10_9
45718217.0,4_1_2_5
43194583.0,8_4_1_2_3_9
45720626.0,4_6_3_5
45720625.0,4_6_3_5_7
45689300.0,8_4_1_2_3_5_10_7_9
45720623.0,4_10_7
45720621.0,4_1_2_3_5_11
45720615.0,3
45234853.0,8_4_1_5
45720608.0,8_1
45720602.0,4_1_2_7
45720599.0,7
45720593.0,
44704789.0,2_5
45341332.0,1_6_5
45067149.0,1_2_7_9
45544091.0,8_2_7_9
45720579.0,4_6_5_7
45720574.0,8_4_1_2_3_7
45720566.0,15_4_6_2_3_5
45720559.0,1_2
45720555.0,
45421103.0,1
45720552.0,1_2_5_10_7_9
45720551.0,4_1_5
45720550.0,1_7
45720548.0,1_2
45293553.0,8_1_6_2_3_5
45720537.0,4_1_3_5
45720535.0,15_4_1_6_2_3_5_7_9
45720533.0,12_1_2_11_13_10
45095562.0,4_1_6_2_5_9
45720525.0,1_2_3_5
45720520.0,1_2
45720512.0,8_4_1_6_2_5_7_9
45720509.0,1_2_3
45720507.0,1_2_3_5
45720503.0,1_3
45720505.0,4_1_2_5_10
45720504.0,8_2_3_7_9
45720501.0,1_2
45369769.0,
45720500.0,1
44440238.0,4
45720499.0,1_2
45720497.0,4_1_6_2_5_10
45720494.0,2
45699349.0,4_1_2_3_5
45720493.0,12_8_4_1_2_3_5
45720489.0,1
45720487.0,2_3_10
45720488.0,4_5_9
45428614.0,4_3_5
45720485.0,8_4_1_5_10_9
45496443.0,4_3
45720481.0,3
45720482.0,
45720480.0,3
45720476.0,4_1_2_3
45720472.0,1
45720467.0,1_2_3_9
45720460.0,4_1_2_3
45720454.0,4_6
45720458.0,4_1_2_3
45720457.0,4_1_6_2_3_7
45720453.0,8_1_11_10_7_9
45720451.0,4_1_6_3
45720449.0,4_1_2_3_5
45720448.0,4_1_2_5
45720447.0,8_1_5_10_7_9
45720446.0,4_6_2_5_7
45720439.0,4_3_5_7
45720443.0,4_1_5
45720442.0,4_1_6_2_3_10_7
45720440.0,1_6_2_5_10_9
45720438.0,8_4_1_2_3_7
45720436.0,5_11_10_7_9
45720432.0,1_6_2_3_5_10
45720430.0,1_6_2_14_5_13
45720429.0,2
45720414.0,1_2_5
45720423.0,4_1_6_5
45720422.0,4_1_6_2_3_5_7
45720418.0,8_4_1_2_5_7
45720419.0,4_1_2_5
45452963.0,4_1_3
45720415.0,4_1_3_5
45720412.0,8_4_2_3
45530618.0,1_6_2_3_5
45720407.0,
45720406.0,
44076169.0,8_1_6_3_5_7
44875243.0,4_1_2_3_5_7
45247855.0,15_8_4_1_6_2_3_5_13_7
45720405.0,4_1_2_3
45720402.0,1_2_3_5
45720400.0,8_4_1_6_5_7_9
45720397.0,12_1_6_2_3_5_13_10_7
45720388.0,8_4_1_5
45720392.0,6
45261373.0,4_3_13_9
45720386.0,1_2
45435658.0,
45720380.0,8_1
44383716.0,8_1_2_3
45720376.0,12_6_2_5
45720375.0,12_4_1_6_2_3_5_10_7
45720373.0,1_2_3
45720351.0,8_1_2_3_7
45720370.0,1_2_3
45720369.0,8_1_2_3_5_9
45520812.0,1_5_7
45438154.0,10
45695378.0,15_1_6_2
45132296.0,6_2_9
45720362.0,4_1_2
45720358.0,15_8_3_13_10_7_9
45720356.0,4_1_2_3_5
45720353.0,8_3_11_13_10_7
45720347.0,4_1_6_2_3_5
45720342.0,15_8_1_11_7_9
45655937.0,2_3_5
45308830.0,1_6_2_3_5_7
45262508.0,8_4_1_9
45720335.0,4_6_2_3
45720336.0,
45720329.0,1_6_2_3_9
45720325.0,8_2_9
45720327.0,12_1_14_11_13_7
45720322.0,4_1_2_3
45720321.0,4_1_2
45720319.0,4_1_6_7
45047270.0,1_3
45720318.0,
45720313.0,4_1_3_5_7
45720312.0,1_2_3_9
45720309.0,1_2_3
45720308.0,8_4_1_6_3_5
45720306.0,4_1_6_2_3_14_9
45720301.0,1_6_2_3
44044303.0,12_8_4_1_2_3_5_7
45491430.0,4
45720287.0,12_1_6_2_3_11_10_9
45389261.0,4_1_6_2_3_5
45720285.0,1_6_2_7
45720284.0,
45720283.0,
45720282.0,6_11_10
45392676.0,12_4_1_2_3_11
45392969.0,8_1_2_3
45393509.0,1_2_3
45720279.0,4_3
45452146.0,8_1_6_7
45720252.0,1_2_3_9
45720241.0,4_1_2_3
45720240.0,4_1_3
45720239.0,4_1
45720236.0,3
45720235.0,1_6_5
45720219.0,
45720198.0,4_1_6_2_3_5_10
45720199.0,12_4_1_6_5_7
45720196.0,1_2_3
45643387.0,1_2_3_5
45720171.0,1_6_2_5
45316406.0,1_3
45720157.0,1_2_7_9
45720155.0,8_4_1_2_3_5
45573046.0,4_1_2_3_5
45720145.0,5_10
45720139.0,2_3
44272025.0,15_4_1_6_3_14_5_10_9
44576216.0,8_4_1_6_3_5_10_7_9
45720128.0,5
45720135.0,
45720124.0,8_1_2_3
45720123.0,1_2_3_10_7_9
45720122.0,
45720108.0,1_6
45720107.0,1_2_5
45720100.0,4_6_3_5
45634311.0,4_1_2_3
45231651.0,1_6_3_5_7
45368991.0,4_1_2_3_5_10
45720103.0,4_1_2_3_5
45213460.0,2
44515675.0,1
45720099.0,4_1_2_3
45720097.0,8_6_5_7_9
45720095.0,
45720093.0,4_1_3_11_13_9
45720090.0,4_1_2_3
44049471.0,8_4_1_6_2_3_10_7
44551417.0,4_11
44025972.0,15_4_1_6_2_3_5
44048764.0,8_4_1_6_2_3_7
45720082.0,8_1_6_7_9
44057311.0,4_1_6_5
44612725.0,4_1_6_2_3_5_7
45270677.0,4_1_2_3
44038946.0,4_1_6_2_3_5
45720089.0,4_1_6_2_5_11_13_7
45271025.0,4_1_6_2_3_5
44562426.0,4_1_2_3
44673038.0,1_2
45720081.0,4_1_6_2_3_5
45720085.0,4_1_3
45720084.0,1_2
45709277.0,8_4_1_6_2_3_5_7
44672997.0,4_1
44672710.0,1
44672591.0,1_7
45720078.0,1_3
45720074.0,4_6
45720033.0,4_1_2_3
45720066.0,
45720062.0,
45720050.0,
45720046.0,4_1_5_13
45557806.0,8_4_1_6_2_7
45720040.0,8_1_6_10_7_9
45720043.0,7_9
45720041.0,6_2_3
45720036.0,1_2
45165077.0,12_15_8_4_1_6_7
45720032.0,6_3
45720031.0,4_1_2_3
45720030.0,8_4_1_6_5_7_9
45720029.0,1
44372922.0,8_3
45720026.0,4_1_3
45720024.0,9
44571193.0,8_4_1_2_3_13_7
45720018.0,10
45720016.0,4_2_3
45720006.0,2_3_5_11
45720002.0,4_1_2_3
45719993.0,4_1_2
45719996.0,12_15_8_14_13_10_7_9
45719989.0,4_1_6_3_5
45719990.0,1_3_5
45719987.0,1_2_3_5
45719973.0,4_1_3
45719968.0,
45719966.0,8_4_1_6_2_3_5_7
45719964.0,4_1_2_3_5
45719961.0,4_2_3
45522637.0,8_1_6_2_3
45419233.0,8_4_1_6_2_3_5
45719946.0,
45719944.0,2
45719916.0,4_2
45719913.0,11
45719910.0,2
45719904.0,1_2_3_7
45719903.0,4_1_6_2_5
45719895.0,1_3
45719873.0,15_8_4_6_2_3_5_13_7_9
45017464.0,4_6_2
45034267.0,4_1_6_2_3_5
45719836.0,8_6_5_10_7
45719832.0,1_2_3
45719622.0,8_4_1_6_2_5_7_9
45719769.0,1_2_3
45719786.0,4_1_5
45719761.0,
45719758.0,8_4_1_6_3_5_7
45719756.0,4_1_2_3
45719736.0,8_4_1_6_2_3_5
45719745.0,1
45719730.0,4_1
45719717.0,1_3
45719713.0,4_1_2_5
42762346.0,4_1_2_3
45611471.0,1_3_5
40794228.0,4_1_2_3
44076703.0,1_2_3
45719704.0,12_15_4_1_5
45719649.0,8_4_6_3_7
44497308.0,4_1_6_2_3_5
45719635.0,8_4_1_3_10_9
45719623.0,4_1_2_3
45719618.0,1_7
38196600.0,6_3_5_11_7_9
45719590.0,1_2_3_7
45719588.0,2
45719576.0,
45719574.0,8_4_1_6_2_5_7
45719494.0,12_8_4_1_2_11_13_9
45719556.0,4_3
45719548.0,12_8_4_1_6_2_3_5_9
45719546.0,8_1_6_10_7_9
44846547.0,4
40669513.0,
38029147.0,2_3_5_7
45719536.0,4_1_6_2_3_5
45281835.0,6_3_7
45719524.0,8_4_1_6_2_3_7_9
44502344.0,2_3
45719503.0,1_6_2_3
45719487.0,2
45719472.0,8_1_7
45608033.0,4_1_2_3
45719466.0,12_6
45719442.0,4_1_2_11
43770481.0,8_1_6_11_10_7_9
45719456.0,6_3
45719459.0,4_1_6_2_3_5_7
44591746.0,1_2
45719448.0,4_6_5
45719445.0,15_4_1_6_3_13_7
45719437.0,4_3_5
45719424.0,8_4_2_3_5_9
45719416.0,4_1_6_2_5
45719411.0,4_2_3_5
45719405.0,1_6_2_3_5_10_7
45719392.0,8_1_6_2_3_9
45719385.0,1_6_3
45562676.0,4_1
45719367.0,
45719348.0,1_2_3
45719339.0,2_3_5_7_9
45719327.0,6_2_3
45719319.0,1_2_7
45719325.0,1
45719289.0,8_4_1_5
45719274.0,12_1_2_3_14_5_11_13
45719264.0,4_2_5_7
45719248.0,8_4_1_3_10
45719207.0,4_2
45719204.0,2
45719201.0,1_6_2_3
45719180.0,4_1_2_3
45395916.0,8_5
44497007.0,
45719142.0,4_2
44496372.0,4_6_3
45482636.0,4_1_2_3
42613185.0,1_3_14_11_10
45719123.0,12_4_2_3_14_13
45619595.0,2
45259474.0,4_1_3_5_10_7
45719080.0,2_3_10_9
45719082.0,
45719079.0,6_2_3
45719069.0,1_2_3
45719066.0,1_2
45719039.0,1_2
45719032.0,1_6_2_3_7
45719031.0,5
45719011.0,4_1_2_3
45718996.0,1_6_3_7
45718975.0,1_2
45699167.0,4_1_6_2_3_5_10
45718949.0,
45718948.0,8_3_5
45718939.0,4_1_6_3_5
45718932.0,1_6_3_5
45718899.0,
45718872.0,1_2
45672660.0,6_5_10_9
45718850.0,4_2_3_14_13
45718810.0,1
45718806.0,8_4_1_6_2_3_5
45718805.0,4_1_6_2_7
45718796.0,
45718798.0,4_1_3_5
41903005.0,1_6_7
45718794.0,1_2
45718793.0,1
45718756.0,8_4_1_5_11_7
45718743.0,
44826243.0,4_2
45718728.0,8_1_6_2_3_5_9
45718708.0,4_1_2_3
45718707.0,1
24113229.0,4_1_6_2_3_5
29494704.0,4_1_6_2_3_5
45718700.0,4_1_6_2_3_14_5
45718693.0,12_4_1_6_2_3
45718652.0,4_1_2_3
45718645.0,4_1_2_7
45718648.0,4_1_2_3
45212956.0,4_1_2_3
45718633.0,1_6_2_5
45718608.0,4_1_6_2
44709253.0,4_1_2
45718600.0,4_1_2_3_10
45718599.0,4_1_2_3
45653067.0,4_1_6_2_5_9
45718594.0,4_2_3
45279048.0,1_6_2_3_9
45718583.0,12_6_7
45718580.0,1_2_3
45718576.0,1_2_3
45718433.0,2_3
45718510.0,1_5_7
45718508.0,4_1_2_5
45718488.0,4_3_5
45718485.0,15_1_14
45718478.0,6_7
45718456.0,8_1_2
44708971.0,1
45718439.0,4_2_3
39273770.0,8_4_2_3_14_5_10_7
45718381.0,12_14_13
42994004.0,12_15_8_1_6_2_3_14_5_11_13_10_7
43570688.0,12_8_4_1_2_3_5_11_13_7
45718341.0,1_2_5_10_9
44210693.0,1
45718321.0,4_1_2_3_5_10
45718317.0,8_1_6_2_5_7_9
45718307.0,8_4_6
45718295.0,7
45718283.0,4_1_2_3
45718277.0,8_1_6_3
45718271.0,1_2_3_5
45718258.0,4_1_6_2_3_5_7_9
45718255.0,1_6_5_11_13
45718248.0,
45718241.0,3
45718175.0,8_2_11_10_9
45718174.0,1_3
45637968.0,8_1_6_3_5_7_9
45637996.0,8_1_6_2_3_5_7_9
44851509.0,12_4_1_6_2_3_5_7
44634367.0,12_4_2_3
45256860.0,5
44076368.0,4_1_6_2_5_7
43455136.0,4_1_6_2_3_5_7
43454948.0,4_1_6_2_3_7
43454713.0,4_1_6_2_3_5_7
43454442.0,4_1_6_5
43444413.0,4_1_6_2_3_5
43428721.0,4_1_6_2_3_5
43405806.0,4_1_6_3_7_9
43396315.0,4_1_6_2_3_5
43359213.0,4_1_6_2_3_5_7
42749983.0,4_1_2_3_5
42094679.0,4_1_6_2_3_5
42058464.0,4_1_6_2_3_5
41902430.0,4_1_6_3_5
41653521.0,4_1_6_2_5
34038376.0,4_1_2_3
45718141.0,4_5_7
45718137.0,1_2_3
45551406.0,2
45551345.0,
45718114.0,8_1_2_14
45718024.0,
45718017.0,8_1_6_5_7
45718001.0,1_2_5
45717976.0,4_1_2_3
45717973.0,1_2_3
45717965.0,1_2_3
45717916.0,1
45717890.0,2
45717800.0,1_2
45717765.0,4_1_2_3_5
45717762.0,1_2
45717735.0,12_8_1_2_5_7
45414987.0,4_1_6_3_10
45349530.0,1_2_3_10
45717730.0,8_1_5
45550987.0,8_1
45284815.0,15_1_6_2_3_11_9
45717719.0,8_1_2_10_9
45717716.0,4_1_2_3_5
45717698.0,1
45717636.0,4_1_2_3
45717655.0,1_2_3
45717639.0,1_2
45717626.0,8_14_9
45709086.0,3
45717604.0,
45717561.0,4_1_6_5
45716363.0,
45717516.0,4_1_6_2_3
45717436.0,4_1_6_2_3_5_7
45717332.0,4_2_3_5
45717331.0,8_4_1_6_2_14_5_7
45717330.0,4_1_2_3_14
45717301.0,3_5
45717295.0,1_2
45494066.0,8_4_6_2_3_5_7
45476492.0,8_1_6_3_14_11_13_10
45717272.0,8_4_6_2_3_5_7
45717265.0,4_1_3_5
45717240.0,8_4_6_3_5_7
45717239.0,3
45717189.0,5_13_7
45717177.0,6_5_9
45717185.0,4_1_6_2_3_7
45717168.0,1_2
44644058.0,1
45717110.0,8_1_2_10_9
45717106.0,4_1_2_3_5
45717080.0,4_1_6_2_3_7
45717079.0,1_2
45717065.0,4_1_2_3
45717063.0,4_1_3_10
45332991.0,4_1_2_3
45505438.0,4_1_2_3_5
45717054.0,4_7
45717050.0,8_1_6_2_3
45717045.0,8_1_6_9
45717033.0,1_6_2_7_9
45291703.0,1_6_2_3_5_7_9
45717020.0,4_1_2_3
45717016.0,1_2_10_9
45717012.0,8_1_2_9
45717010.0,4_1_2_3
45717000.0,8_1_7_9
45716999.0,4_3
45716998.0,8_4_1_6_2_3_13_7
45716995.0,1_6_2_7
45716994.0,8_4_1_10
45716993.0,1_6_2_3
45716992.0,1_6_2_3_5
45716989.0,4_6_3
45716988.0,4_1_2_3
45716917.0,6_5
45262930.0,8_1_10
45716986.0,4_1_6_2_3_5_7
45716661.0,4_1
44365131.0,4_2_3
45291814.0,15_8_4_1_6_3_14_5_13_7
45716942.0,1_6_2_3_7
45716955.0,8_6
45716941.0,1_6_5_11_10
45716928.0,4
45716923.0,7
45716918.0,4_1_2_3_5
45661758.0,12_4_1_6_2_3_14_5_11_13_10
45716816.0,15_8_1_14_10
45716815.0,4_1_2_3
45716804.0,4_1_2_3_5
45716803.0,1_2_3_5
45716798.0,12_15_4_2_3_14_11_10_9
45716791.0,4_1_2_3
45716776.0,4_6_5
45716781.0,6_2_3
45716771.0,4_2
45716763.0,8_1_6_10_9
45716756.0,1_3_5_10
45716751.0,1_6_2
45716750.0,8_1_6_5_7
45373574.0,4_1_2_3
45716531.0,8_4_1_6_2_3_5_7
45716730.0,4_1_2_3_5
45716719.0,1
45716694.0,8_4_1_6_2_3_5_7
45716677.0,8_1_6_2
45716503.0,4_2_3_14_5_7
45716502.0,4_1_2_3_5
45529569.0,4_1_3_5
45716447.0,1
43732513.0,3
42049952.0,4_6_2_5
45716429.0,8_4_1_6_5
45716423.0,8_1_3_10_9
45716394.0,12_1_7
45716397.0,4_5_11_10_7_9
45716356.0,1
45716326.0,4_1_6_3_11_7
45716280.0,8_6_5_10_9
45716275.0,4_1_6_2_3_7
45716129.0,1
45716228.0,4_1_2_3
45716205.0,8_4_1_6_2_3_10_7_9
45716188.0,1
45716123.0,1_2_3
44675145.0,8_4_1_6_2_3_5_7
45716110.0,1_6_3
45716081.0,4_1_2_3
45716076.0,1_5
45716040.0,
45716073.0,12_8_11_10_7_9
43549130.0,4_1_2_3_5
45716068.0,4_2_5_7
45716060.0,4_1_2_3_5
45716051.0,4
45716041.0,8_4_1_6_2_3_7
43534713.0,4_1_2_5
45716018.0,1_2_3
45715990.0,4_1_2_3
45715988.0,8_4_6_5_7
45715974.0,4_1_2_3
45715970.0,4
45715959.0,1_2_3
45715952.0,1_10_7_9
45715946.0,4_1_2_3
45715944.0,1_6_5_7
45715939.0,4_1_2_3_10
45715936.0,2
45715913.0,4_1_2_3
45715894.0,4_6_3_5
45715892.0,8_1_5
45715891.0,12_4_3_5
45715874.0,4_1_6_2_3_5_7
45715873.0,4_1_2_3_9
45715868.0,4_1_2_3
45346986.0,4_1_2_3_5_7
45715848.0,4_1_2
45715847.0,4_1_2
45715845.0,8_4_1_2_3
45715843.0,4_1_2_3_5
45715842.0,8_10
45123740.0,8_4_1_9
45715841.0,4_2_3
45715720.0,1_2_5
45588147.0,4_6
45449729.0,3_5
45440026.0,4
45715810.0,1_2_14
45715806.0,12_4_6_5
45715788.0,1_2_3
45715782.0,1
44295546.0,12_15_4_1_6_2_3_14_11_10_9
45715775.0,8_1_2_3_9
45715762.0,4_1_2_3_9
45715754.0,1_3
45715752.0,4_1
45715744.0,1_3_5_10
45715736.0,4_1_2_3
45715724.0,1_3
45715721.0,2_3_7
45715713.0,1_3
40954336.0,3
45715676.0,1_2
45715675.0,2
45715662.0,2_3_5
44636061.0,4_1_6_2
45715653.0,1_2
45715636.0,4_1
45715623.0,4_1_2_3_10
45715610.0,8_1_9
45715604.0,1_3
45715599.0,1
45715597.0,4_3
44556620.0,4_1_2_3_5_7
45715594.0,4_1_3_5
45715580.0,4_1
45587195.0,2
45715571.0,4_1_3_5_7
45715570.0,1_6_3
45715564.0,4_1_6_2_3_5
45437728.0,1_3_5
45437753.0,1_2_3
45715558.0,8_1_2_5_7
45715556.0,4_1_2_3
45715555.0,4_1_2_3
45715548.0,8_4_1_6_7
45715532.0,1
45715525.0,1_2_5
45715516.0,4_6_2
45715514.0,1_2
45715506.0,1_2
45568917.0,4_2
45715494.0,1_3
45715491.0,4_1_2_3
45715466.0,1_2
45715463.0,
45715455.0,1_3
43536015.0,8_4_1_3_5_7_9
45269143.0,8_1_2_3_10_7_9
45680217.0,4_1_3
45680215.0,1_6_5_10
45715445.0,4_1_6_2_3_5
45715444.0,1_2
45715443.0,1_2_3
44767742.0,4_1_6_3_5_11_10
45715433.0,5
45715440.0,1_3
45715438.0,8_4_1_6_2_3_5_7
45715437.0,4_1_2_3
45715436.0,1_2
45715435.0,8
45715434.0,1_2
45715431.0,1_3_9
45715430.0,12_8_1_6_5_13
45715429.0,1_2
45715428.0,2
45715427.0,1_2
45715426.0,1_2
45715425.0,1_3
45715424.0,4_1_2_3_5
45715422.0,4_1_2_3
45715421.0,4_1_2_3
45715420.0,1
45715419.0,12_8_1_6_2_3_5_10_7_9
45715418.0,4_1_2_3
45715417.0,1
45715412.0,1
45715411.0,1_2
45715409.0,8_1_2_3
45715408.0,4_6_5_7
45715407.0,4_1_6_2_3_5
45715406.0,4_2_3_5_9
45715405.0,1_7
44592508.0,12_8_4_1_2_14_5_11_13
45715404.0,1_3
44617257.0,15_4_1_3_5_11_10_7_9
45715401.0,4_1_2_3
45715400.0,4_1_2
45715398.0,1_2
45715396.0,4_1_2_3_9
45715395.0,1_3
45715394.0,1_2
45715393.0,4_6_2_3_5_9
45715392.0,4_1_2_3_5_11
43351961.0,1_3_9
45715391.0,8_4_1_6_2_3_5_7
45715390.0,4_2_7_9
45715388.0,4_1
45715386.0,1_2
45715384.0,1_2
45471391.0,6
45715381.0,1_2
42966736.0,1_2_3
45715380.0,1_2
45715377.0,1_3
44610274.0,4_1_2_3_5
45715375.0,1_2
45715373.0,1_3
45715370.0,1_2_3_7
45715372.0,1_2
45715371.0,8_1_6_7
45715369.0,8_1_6_3_5
45715366.0,1_2
45715365.0,8_4_1_5_9
45715364.0,4_1_2_3_5
45715363.0,1_2
45715362.0,1_2
45715361.0,1_2
45715360.0,8_4_1_6_2_5_13_7
45715358.0,4_1_6_2_3_14_5_13_7
45715357.0,1_2
45715356.0,1_3
45715352.0,4_1_2
45275896.0,4_3_5
45601727.0,4_1_3_5
45601708.0,12_4_2_3
44610719.0,2
44320363.0,12_4_1_6_2_13
45715344.0,1
45715340.0,1_6_2
45715332.0,12_15_8_4_1_6_2_14_5_11_13_10_7
45715328.0,12_4_2_3_10_9
45642263.0,1_2_3
45715329.0,4_1_2_3_5
45715326.0,6_2_7_9
45715325.0,8_1_6_2_3
45715322.0,1
44675722.0,4_1_2_3
45285022.0,1
45285023.0,1
45284261.0,12_4_1_6_2_3_5_13
45715318.0,1_3
45715315.0,4_1_2_3_7
45715315.0,4_1_2_3_7
45715313.0,8_6_7_9
45715310.0,8_1_6_2_3_14_5_7_9
45654535.0,4_1_6_5
45370067.0,5
45715308.0,4_6
45294144.0,2_3
45343032.0,8_4_1_2_5
45715305.0,2
45715302.0,1_6_7
45715300.0,1_2
45715297.0,4_1_2_3_9
45715295.0,4_3_5
45715293.0,4_6_2_3_9
45715291.0,
45715288.0,6_2_3_5_7
45715286.0,4_1_6_2_3_5_7
43801395.0,8_1_6_7
45715281.0,2
45715278.0,4_1_2_3
45715277.0,4_1_6_3_10_7_9
45715275.0,8_4_1_2_10_9
45715274.0,12_4_1_6_3_5
45715273.0,8_4_1_2_10_7_9
45715270.0,4_6_5_7
45715269.0,4_1_6_2_3_5
45715268.0,4_1_6_2
45715261.0,4_6_2_3_7_9
45715260.0,1_3_10
45711866.0,4_6_5
45644489.0,8_6_3_7
45452274.0,4_1_6_3_7
45292303.0,12_4_1_6_2_3_7
45715259.0,4_1_2_3_5
45715256.0,8_4_1_3_5
45715255.0,12_4_1_6_2_3_14_5
45715254.0,8_4_1_6_2_3_14_5_11_10_7_9
45715236.0,8_4_6_3_5_10_7
45715229.0,8_1_6_2_3_5_10_7_9
